record_id,farm_id,animal_id,breed,age_years,lactation_number,days_in_milk,previous_mastitis,disease_history,vaccination_status,treatment_history,milk_yield_l_day,scc_cells_ml,milk_conductivity_ms_cm,milk_temperature_c,body_temperature_c,udder_surface_temperature_c,activity_percent,rumination_min_day,feeding_behavior_score,water_intake_l_day,feed_quality_score,hygiene_score,housing_condition_score,milking_hygiene_score,worker_hygiene_score,milking_frequency_per_day,milking_schedule,ambient_temperature_c,relative_humidity_percent,climate_risk,co_morbidity,sensor_status,ai_risk_score,risk_category,mastitis_within_7_14_days,forecast_lead_days
REC-07502,FARM-017,COW-384,Jersey Cross,4.7,4,256,0,No previous mastitis,Up to date,None,7.92,177722,5.77,37.98,38.06,38.14,75.9,542.0,8.1,64.4,6.6,5.6,7.0,4.8,6.6,2,Morning/Evening,33.3,63.1,Moderate,0,Normal,29.9,Low Risk,0,0
REC-07503,FARM-015,COW-044,Holstein Friesian,5.7,3,272,0,No previous mastitis,Up to date,Anti-inflammatory treatment,18.87,117794,5.22,38.86,38.79,37.47,92.1,414.0,6.2,37.4,5.1,7.0,6.6,8.4,7.7,2,Morning/Evening,27.5,74.1,Low,0,Normal,5.1,No Risk,0,0
REC-07504,FARM-050,COW-375,Other,5.9,1,76,0,No previous mastitis,Up to date,Supportive treatment,11.79,87135,4.3,38.78,38.9,38.0,86.7,520.0,7.2,69.5,9.4,6.8,5.4,9.8,9.1,2,Morning/Evening,33.9,64.6,Moderate,0,Normal,5.5,No Risk,0,0
REC-07505,FARM-048,COW-399,Jersey,7.7,2,14,0,No previous mastitis,Overdue,Anti-inflammatory treatment,18.0,128927,5.42,38.62,38.67,37.77,87.9,480.0,8.9,61.7,8.3,8.7,4.9,7.5,8.1,2,Morning/Evening,23.2,69.0,Low,0,Normal,7.4,No Risk,0,0
REC-07506,FARM-032,COW-019,Jersey Cross,2.8,3,47,1,Previous mastitis,Up to date,None,11.81,251821,5.78,38.99,39.05,38.24,61.8,505.0,8.3,54.1,8.1,8.7,7.6,8.1,9.8,2,Morning/Evening,27.5,60.0,Low,0,Normal,17.4,No Risk,0,0
REC-07507,FARM-013,COW-063,HF Cross,3.9,5,182,1,Previous mastitis,Up to date,None,11.99,379943,5.67,38.17,38.35,37.42,79.1,613.0,7.1,44.7,9.8,5.3,5.4,9.8,7.6,2,Morning/Noon/Evening,18.0,90.6,Moderate,0,Normal,17.9,No Risk,0,0
REC-07508,FARM-021,COW-491,Holstein Friesian,5.1,4,58,0,No previous mastitis,Up to date,None,23.17,196463,5.71,38.62,,37.59,70.5,304.0,8.5,69.7,6.8,6.9,9.0,8.4,7.9,2,Morning/Evening,30.8,59.3,Moderate,0,Normal,9.8,No Risk,0,0
REC-07509,FARM-049,COW-239,Jersey,6.9,1,205,0,No previous mastitis,Up to date,Antibiotic treatment,13.51,179399,5.92,38.42,38.43,38.25,69.8,492.0,9.4,54.2,9.0,7.7,6.5,6.6,7.4,2,Morning/Evening,33.6,67.4,Moderate,0,Normal,10.2,No Risk,0,0
REC-07510,FARM-040,COW-492,Gir,6.6,2,231,0,No previous mastitis,Partially up to date,None,3.77,89977,5.51,38.97,39.0,37.26,78.6,487.0,8.9,60.1,6.1,6.7,6.7,5.7,6.9,2,Morning/Evening,36.4,74.5,High,0,Maintenance,44.3,Moderate Risk,0,0
REC-07511,FARM-033,COW-419,Murrah Buffalo,5.4,7,158,0,No previous mastitis,Up to date,None,12.72,86520,5.35,38.45,38.53,38.04,81.4,549.0,8.4,79.2,7.4,9.3,5.3,5.5,8.3,2,Morning/Evening,28.0,55.5,Low,1,Normal,6.7,No Risk,0,0
REC-07512,FARM-027,COW-337,Jersey,7.0,6,302,0,No previous mastitis,Up to date,Anti-inflammatory treatment,11.58,88169,5.23,38.28,38.3,37.66,92.5,469.0,8.8,55.9,5.3,5.0,8.1,8.7,8.1,2,Morning/Evening,30.0,68.2,Moderate,0,Normal,4.7,No Risk,0,0
REC-07513,FARM-035,COW-419,Holstein Friesian,4.0,1,16,0,No previous mastitis,Up to date,Supportive treatment,23.55,318197,5.05,38.81,38.81,,72.1,399.0,5.9,46.8,9.8,6.2,6.4,10.0,8.3,2,Morning/Evening,28.9,65.5,Low,1,Normal,9.0,No Risk,0,0
REC-07514,FARM-016,COW-403,Other,8.6,4,129,0,No previous mastitis,Up to date,Antibiotic treatment,10.37,96168,4.46,38.91,38.94,38.15,68.1,558.0,7.0,61.0,7.1,7.3,5.9,9.2,9.2,3,Morning/Evening,37.1,77.3,High,1,Normal,12.9,No Risk,0,0
REC-07515,FARM-028,COW-404,Jersey,3.7,5,169,0,No previous mastitis,Up to date,None,14.27,272065,5.97,39.85,39.95,37.87,74.2,383.0,4.5,79.4,6.4,6.1,5.5,6.9,7.3,2,Morning/Evening,30.5,68.5,Moderate,1,Normal,16.9,No Risk,0,0
REC-07516,FARM-034,COW-100,HF Cross,2.1,2,221,0,No previous mastitis,Up to date,None,21.49,187735,5.65,38.25,38.27,38.09,85.4,387.0,7.0,76.8,9.9,6.6,8.6,10.0,7.4,2,Morning/Evening,37.3,61.0,Moderate,0,Normal,6.7,No Risk,0,0
REC-07517,FARM-047,COW-163,HF Cross,6.3,3,283,0,No previous mastitis,Up to date,None,9.11,225907,5.58,38.08,38.14,38.02,82.9,397.0,3.2,53.9,8.2,4.5,7.1,5.8,8.6,3,Morning/Noon/Evening,34.6,71.6,High,1,Normal,28.9,Low Risk,0,0
REC-07518,FARM-001,COW-416,Holstein Friesian,2.6,1,205,0,No previous mastitis,Partially up to date,None,15.92,186126,5.44,38.64,38.74,37.59,74.1,432.0,8.5,47.1,6.4,9.0,6.4,8.1,4.8,2,Morning/Evening,32.4,81.5,High,0,Normal,6.6,No Risk,0,0
REC-07519,FARM-041,COW-122,Jersey Cross,4.3,2,62,0,No previous mastitis,Overdue,None,12.07,92364,5.18,38.33,38.41,37.27,79.0,474.0,7.2,81.8,6.7,8.1,8.7,6.4,5.4,2,Morning/Evening,26.5,64.4,Low,0,Normal,7.8,No Risk,0,0
REC-07520,FARM-048,COW-432,Other,4.9,3,55,0,No previous mastitis,Up to date,None,9.43,312772,6.34,38.42,38.48,37.83,69.3,518.0,8.4,70.1,7.7,4.2,7.4,3.9,9.5,2,Morning/Evening,24.1,68.7,Low,0,Normal,29.7,Low Risk,1,11
REC-07521,FARM-031,COW-044,HF Cross,5.9,4,307,0,No previous mastitis,Up to date,None,10.43,79727,4.66,38.76,38.78,38.04,72.7,495.0,7.0,73.5,10.0,8.7,7.1,9.2,6.1,3,Morning/Evening,29.4,67.0,Low,0,Intermittent,6.7,No Risk,0,0
REC-07522,FARM-036,COW-360,Gir,7.0,1,117,1,Previous mastitis,Up to date,None,9.64,149765,5.27,38.48,38.57,37.34,75.7,,7.3,78.4,6.3,6.9,6.0,8.5,7.7,2,Morning/Evening,29.4,72.8,Low,0,Normal,16.6,No Risk,0,0
REC-07523,FARM-044,COW-408,Jersey Cross,2.8,3,69,0,No previous mastitis,Up to date,None,12.99,57067,5.43,38.8,38.91,38.24,50.9,533.0,8.1,73.1,8.3,6.6,8.1,5.5,7.9,2,Morning/Noon/Evening,23.8,58.9,Low,0,Normal,9.5,No Risk,0,0
REC-07524,FARM-033,COW-317,HF Cross,3.2,2,201,1,Previous mastitis,Partially up to date,None,14.74,685414,6.98,38.64,38.6,38.37,72.5,628.0,7.4,79.4,7.0,7.4,8.2,8.2,9.0,2,Morning/Evening,33.9,90.4,High,0,Normal,30.1,Low Risk,0,0
REC-07525,FARM-033,COW-381,Jersey,11.3,2,97,0,No previous mastitis,Up to date,Supportive treatment,13.33,204909,6.03,38.7,38.82,38.69,65.4,459.0,6.5,61.8,8.6,6.6,7.5,7.0,6.7,2,Morning/Noon/Evening,29.8,84.4,Moderate,0,Normal,13.7,No Risk,0,0
REC-07526,FARM-039,COW-145,Gir,4.8,1,238,0,No previous mastitis,Up to date,None,6.82,147531,5.83,38.6,38.62,38.0,70.1,529.0,6.4,96.1,7.0,7.2,7.2,7.2,8.4,2,Morning/Noon/Evening,31.6,63.9,Moderate,0,Maintenance,11.8,No Risk,0,0
REC-07527,FARM-018,COW-327,HF Cross,2.2,4,101,1,Previous mastitis,Up to date,None,22.65,172337,5.62,38.37,38.28,37.89,88.4,628.0,8.0,89.7,7.2,5.7,10.0,7.0,6.4,2,Morning/Evening,36.6,93.4,High,0,Intermittent,13.8,No Risk,0,0
REC-07528,FARM-023,COW-363,Holstein Friesian,3.4,2,97,1,Previous mastitis,Up to date,None,23.17,157897,5.13,38.57,38.54,38.54,81.1,541.0,8.7,69.7,5.3,6.6,5.6,9.9,6.6,2,Morning/Evening,25.5,38.8,Low,0,Normal,8.4,No Risk,0,0
REC-07529,FARM-023,COW-050,Other,4.3,4,294,0,No previous mastitis,Up to date,Antibiotic treatment,7.13,292627,6.01,38.64,38.67,38.03,71.7,435.0,5.6,58.6,7.2,6.1,6.5,8.2,6.8,2,Morning/Evening,19.6,78.4,Moderate,0,Normal,22.0,Low Risk,0,0
REC-07530,FARM-015,COW-065,Sahiwal,5.2,3,285,0,No previous mastitis,Up to date,Anti-inflammatory treatment,8.02,212607,5.02,38.63,38.8,37.93,77.1,414.0,6.8,57.4,10.0,7.9,5.6,7.7,7.0,2,Morning/Evening,26.4,95.0,Moderate,1,Normal,18.5,No Risk,0,0
REC-07531,FARM-026,COW-355,Other,7.3,1,291,1,Previous mastitis,Partially up to date,None,7.96,176520,5.8,38.24,,37.68,59.6,555.0,8.4,80.3,5.9,7.0,7.3,6.6,6.5,2,Morning/Evening,36.8,65.1,Moderate,0,Normal,36.3,Low Risk,0,0
REC-07532,FARM-030,COW-288,Holstein Friesian,8.1,2,276,0,No previous mastitis,Overdue,None,15.75,57476,5.63,38.86,38.82,37.86,77.7,523.0,7.1,78.0,7.1,7.1,5.4,7.8,7.3,2,Morning/Evening,29.0,78.7,Moderate,0,Normal,6.8,No Risk,0,0
REC-07533,FARM-025,COW-164,Murrah Buffalo,3.7,4,147,0,No previous mastitis,Partially up to date,None,6.98,257507,5.56,38.34,38.43,,75.6,466.0,7.9,60.0,7.4,5.7,6.5,7.8,7.9,3,Morning/Evening,28.1,78.7,Moderate,0,Normal,25.5,Low Risk,0,0
REC-07534,FARM-045,COW-141,Jersey Cross,4.2,4,281,0,No previous mastitis,Partially up to date,None,12.5,94083,5.33,38.79,38.96,38.17,74.2,650.0,8.8,47.4,8.7,8.2,8.3,8.0,8.9,2,Morning/Noon/Evening,26.7,65.4,Low,0,Normal,4.6,No Risk,0,0
REC-07535,FARM-016,COW-454,Other,5.5,3,93,0,No previous mastitis,Up to date,None,12.26,235186,4.81,38.7,38.87,37.32,77.2,404.0,8.0,50.8,7.5,7.9,5.3,10.0,5.9,2,Morning/Evening,29.0,74.8,Low,1,Normal,18.2,No Risk,0,0
REC-07536,FARM-039,COW-314,Other,3.9,1,282,0,No previous mastitis,Up to date,Antibiotic treatment,7.22,66199,4.85,38.54,38.58,37.91,89.5,365.0,5.9,66.7,9.1,9.0,8.3,7.8,5.8,2,Morning/Evening,26.4,88.5,Moderate,0,Normal,21.8,Low Risk,0,0
REC-07537,FARM-048,COW-128,Other,7.3,6,194,1,Previous mastitis,Up to date,None,5.26,159293,5.72,38.59,38.54,37.82,77.1,437.0,7.8,69.2,6.3,7.7,5.2,6.5,6.2,2,Morning/Evening,26.8,57.7,Low,0,Normal,49.9,Moderate Risk,0,0
REC-07538,FARM-045,COW-398,Other,9.6,2,189,0,No previous mastitis,Up to date,Supportive treatment,9.98,323352,5.15,38.54,38.53,38.38,88.9,586.0,9.6,49.3,7.4,7.1,7.3,7.6,7.6,3,Morning/Evening,33.7,74.2,High,0,Normal,7.0,No Risk,0,0
REC-07539,FARM-014,COW-421,Jersey,5.2,3,128,0,No previous mastitis,Partially up to date,None,9.95,143161,5.85,38.7,38.71,37.92,88.7,366.0,5.8,85.3,7.3,8.1,7.6,6.9,8.3,2,Morning/Noon/Evening,40.7,79.6,High,0,Normal,24.4,Low Risk,0,0
REC-07540,FARM-017,COW-368,Gir,5.8,3,45,0,No previous mastitis,Up to date,None,13.16,136456,5.21,39.31,39.29,37.88,63.4,405.0,5.5,55.9,6.6,6.1,8.7,7.4,6.8,2,Morning/Evening,25.2,60.0,Low,0,Normal,8.1,No Risk,0,0
REC-07541,FARM-012,COW-463,Holstein Friesian,4.1,3,262,0,No previous mastitis,Up to date,None,20.64,95374,5.36,38.15,38.23,37.64,89.0,456.0,8.6,64.1,7.4,6.6,8.4,5.3,9.4,2,Morning/Evening,26.6,69.6,Low,0,Normal,8.2,No Risk,0,0
REC-07542,FARM-029,COW-239,Gir,5.8,4,186,0,No previous mastitis,Up to date,Anti-inflammatory treatment,5.91,72294,5.79,38.99,39.25,37.64,81.7,533.0,7.4,64.6,6.4,6.4,5.6,6.5,8.1,3,Morning/Evening,26.5,74.3,Low,0,Normal,30.3,Low Risk,0,0
REC-07543,FARM-032,COW-324,Other,3.3,4,43,0,No previous mastitis,Up to date,None,6.11,190373,5.51,38.81,38.73,37.58,73.5,483.0,5.6,72.0,8.4,9.1,7.4,5.4,8.0,3,Morning/Evening,36.2,59.9,Moderate,0,Normal,16.7,No Risk,0,0
REC-07544,FARM-024,COW-296,Jersey,3.5,5,272,0,No previous mastitis,Up to date,None,6.54,101917,4.93,39.2,39.27,37.65,76.3,484.0,7.9,78.7,5.7,7.1,5.7,6.2,8.8,2,Morning/Evening,32.4,86.0,High,0,Normal,18.8,No Risk,0,0
REC-07545,FARM-013,COW-187,Jersey Cross,2.0,4,14,0,No previous mastitis,Up to date,None,16.35,328774,5.57,39.79,39.77,37.5,89.8,650.0,9.0,61.8,5.4,7.4,7.9,6.8,8.9,2,Morning/Evening,27.8,71.7,Low,0,Normal,6.8,No Risk,0,0
REC-07546,FARM-020,COW-208,Gir,6.7,3,74,0,No previous mastitis,Partially up to date,None,4.24,612104,6.18,38.42,38.34,37.53,86.0,489.0,7.8,45.6,6.1,6.3,8.7,4.5,8.2,2,Morning/Evening,26.7,60.0,Low,0,Normal,70.0,High Risk,0,0
REC-07547,FARM-015,COW-220,Holstein Friesian,7.7,3,19,1,Previous mastitis,Partially up to date,None,19.37,226929,5.45,38.71,38.87,37.48,61.1,423.0,7.0,60.2,7.5,7.6,6.9,8.4,5.6,2,Morning/Evening,36.0,54.8,Moderate,0,Normal,14.8,No Risk,0,0
REC-07548,FARM-004,COW-400,Holstein Friesian,7.1,2,51,0,No previous mastitis,Up to date,None,26.05,397623,5.93,37.9,37.93,38.26,70.6,560.0,6.3,84.8,8.0,7.2,7.0,5.1,10.0,2,Morning/Evening,29.2,65.2,Low,0,Normal,12.9,No Risk,0,0
REC-07549,FARM-034,COW-190,Jersey,5.4,2,304,0,No previous mastitis,Partially up to date,None,12.89,144581,5.29,38.54,38.56,37.83,66.5,521.0,7.8,47.1,6.5,9.3,6.9,6.3,6.4,2,Morning/Evening,28.8,64.7,Low,0,Normal,8.6,No Risk,0,0
REC-07550,FARM-028,COW-388,Jersey,4.6,3,140,1,Previous mastitis,Up to date,None,8.9,148606,5.03,38.29,38.52,37.4,66.6,523.0,7.6,59.0,8.1,7.0,6.2,6.3,9.7,2,Morning/Evening,19.3,73.2,Low,1,Normal,37.5,Low Risk,0,0
REC-07551,FARM-050,COW-429,Jersey Cross,5.0,1,198,1,Previous mastitis,Partially up to date,Antibiotic treatment,14.45,405287,6.19,39.18,39.18,37.99,68.5,467.0,7.0,49.5,3.8,8.2,5.9,5.5,4.4,2,Morning/Evening,32.6,54.2,Moderate,1,Normal,22.4,Low Risk,0,0
REC-07552,FARM-002,COW-346,HF Cross,3.4,3,291,0,No previous mastitis,Up to date,None,14.02,92654,4.83,39.08,39.2,37.35,78.9,437.0,8.6,67.9,6.9,5.8,8.6,9.0,6.9,2,Morning/Evening,29.0,60.8,Low,0,Normal,5.9,No Risk,0,0
REC-07553,FARM-047,COW-284,Jersey,6.9,1,198,0,No previous mastitis,Up to date,None,8.47,375009,5.64,38.47,38.49,38.65,93.6,455.0,6.9,81.5,6.7,7.3,6.6,8.4,7.2,2,Morning/Evening,29.5,86.6,Moderate,0,Normal,18.9,No Risk,0,0
REC-07554,FARM-030,COW-352,Other,7.1,4,6,0,No previous mastitis,Up to date,None,6.19,152946,5.57,39.13,39.18,37.86,86.9,413.0,8.0,59.2,7.8,7.7,7.2,8.1,9.0,2,Morning/Evening,29.5,49.9,Low,0,Intermittent,23.2,Low Risk,0,0
REC-07555,FARM-026,COW-237,Jersey Cross,3.3,4,236,1,Previous mastitis,Partially up to date,Supportive treatment,11.32,272094,5.29,38.94,38.97,38.31,81.1,537.0,7.3,81.2,,5.8,8.0,7.7,8.4,2,Morning/Evening,33.2,61.2,Moderate,0,Normal,9.5,No Risk,0,0
REC-07556,FARM-047,COW-194,HF Cross,3.5,1,267,0,No previous mastitis,Up to date,Anti-inflammatory treatment,14.61,150293,5.38,37.97,38.11,36.83,75.7,503.0,6.0,63.9,10.0,7.6,7.4,7.7,8.4,2,Morning/Evening,19.0,53.8,Low,0,Normal,4.9,No Risk,0,0
REC-07557,FARM-026,COW-287,Holstein Friesian,2.8,3,251,0,No previous mastitis,Up to date,None,21.58,162707,5.02,37.93,38.07,37.63,79.0,525.0,7.5,50.8,7.3,5.5,5.9,7.3,10.0,2,Morning/Evening,23.6,71.0,Low,0,Normal,5.7,No Risk,0,0
REC-07558,FARM-020,COW-259,Jersey Cross,4.7,1,26,0,No previous mastitis,Up to date,None,16.66,320960,4.69,39.06,39.22,37.33,78.6,414.0,8.4,87.3,2.2,3.9,6.9,9.3,10.0,3,Morning/Evening,37.8,76.9,High,0,Normal,9.5,No Risk,0,0
REC-07559,FARM-042,COW-246,HF Cross,5.2,5,72,0,No previous mastitis,Up to date,Anti-inflammatory treatment,12.92,340720,4.83,38.22,38.39,37.89,85.5,469.0,7.2,61.1,7.5,7.5,8.0,7.7,8.9,2,Morning/Evening,23.5,95.0,Moderate,0,Normal,3.5,No Risk,0,0
REC-07560,FARM-028,COW-136,Gir,5.3,4,89,0,No previous mastitis,Partially up to date,Antibiotic treatment,8.88,209612,5.5,38.37,38.6,37.35,86.9,581.0,7.5,72.5,7.1,8.7,7.6,8.4,,2,Morning/Evening,25.6,80.0,Moderate,1,Normal,23.7,Low Risk,0,0
REC-07561,FARM-020,COW-280,Gir,2.8,4,83,0,No previous mastitis,Up to date,None,18.6,266084,6.34,37.96,37.97,37.88,89.6,390.0,7.7,68.0,7.9,4.0,4.8,4.9,7.4,2,Morning/Evening,34.6,53.7,Moderate,0,Normal,19.2,No Risk,0,0
REC-07562,FARM-011,COW-271,Jersey,3.9,1,306,0,No previous mastitis,Up to date,None,3.0,181373,5.39,38.62,38.67,37.59,77.8,491.0,6.4,68.6,8.0,8.3,4.7,5.4,6.0,2,Morning/Evening,29.2,75.0,Moderate,0,Maintenance,34.5,Low Risk,0,0
REC-07563,FARM-010,COW-171,Murrah Buffalo,3.9,3,26,0,No previous mastitis,Up to date,None,7.35,151592,6.05,38.59,38.68,38.34,64.5,465.0,4.4,69.6,6.6,8.9,5.8,8.2,8.6,2,Morning/Evening,29.3,67.0,Low,0,Normal,31.0,Low Risk,0,0
REC-07564,FARM-023,COW-159,HF Cross,6.5,3,271,1,Previous mastitis,Overdue,None,15.45,268861,5.62,38.74,38.88,37.56,74.2,479.0,7.7,60.9,5.8,4.2,6.5,8.0,6.4,3,Morning/Evening,36.2,62.6,Moderate,0,Intermittent,16.5,No Risk,1,8
REC-07565,FARM-037,COW-201,HF Cross,3.4,3,280,0,No previous mastitis,Up to date,None,14.09,75819,5.31,38.6,38.53,37.38,79.0,584.0,6.6,73.4,8.2,7.0,5.9,8.2,7.0,2,Morning/Noon/Evening,26.4,68.3,Low,0,Normal,6.3,No Risk,0,0
REC-07566,FARM-041,COW-487,Other,5.3,5,187,0,No previous mastitis,Up to date,None,9.25,151889,6.34,38.25,38.29,38.05,53.6,497.0,8.5,85.5,8.9,5.3,4.2,6.6,7.1,2,Morning/Noon/Evening,26.6,78.7,Moderate,0,Normal,22.6,Low Risk,1,10
REC-07567,FARM-019,COW-045,HF Cross,3.9,3,81,1,Previous mastitis,Up to date,None,18.95,366043,5.94,39.02,39.01,38.44,53.9,592.0,7.5,74.2,8.2,10.0,4.8,9.2,7.9,3,Morning/Evening,32.4,78.0,High,0,Normal,18.9,No Risk,0,0
REC-07568,FARM-045,COW-450,Gir,4.9,5,129,0,No previous mastitis,Up to date,None,7.6,325675,5.7,37.95,,38.07,66.5,650.0,7.1,81.8,8.1,7.3,6.4,8.9,7.2,2,Morning/Evening,29.7,51.8,Low,0,Normal,20.0,No Risk,0,0
REC-07569,FARM-018,COW-264,Jersey Cross,6.9,2,139,0,No previous mastitis,Up to date,None,15.4,336154,5.57,38.26,38.26,37.71,75.7,546.0,7.9,67.9,7.5,4.7,9.7,7.0,7.0,2,Morning/Evening,33.6,68.5,Moderate,0,Normal,5.9,No Risk,0,0
REC-07570,FARM-049,COW-071,Jersey,3.0,3,276,1,Previous mastitis,Up to date,None,9.59,525104,5.78,38.87,38.99,38.54,66.1,484.0,5.6,36.5,8.6,8.6,10.0,5.7,7.4,2,Morning/Evening,26.1,56.1,Low,0,Normal,24.4,Low Risk,0,0
REC-07571,FARM-027,COW-364,Other,2.0,2,31,0,No previous mastitis,Up to date,None,9.92,252308,5.86,38.4,38.4,37.91,67.8,539.0,8.9,56.7,5.9,6.6,8.0,7.2,8.6,2,Morning/Evening,29.9,69.9,Low,0,Normal,10.0,No Risk,0,0
REC-07572,FARM-006,COW-371,HF Cross,2.8,5,236,1,Previous mastitis,Up to date,Supportive treatment,14.57,308534,4.97,38.68,38.74,37.9,57.3,492.0,8.3,73.6,7.9,7.2,6.7,9.0,9.1,2,Morning/Noon/Evening,28.7,62.7,Low,0,Normal,11.8,No Risk,0,0
REC-07573,FARM-010,COW-103,HF Cross,6.0,3,99,0,No previous mastitis,Partially up to date,None,16.26,331864,6.47,39.17,39.13,38.49,74.2,499.0,8.3,68.9,6.3,5.6,7.1,7.2,7.7,2,Morning/Evening,27.2,77.8,Moderate,0,Normal,16.1,No Risk,0,0
REC-07574,FARM-002,COW-490,Murrah Buffalo,3.0,3,167,0,No previous mastitis,Up to date,None,3.0,69225,4.88,38.45,38.42,37.98,80.1,606.0,7.5,51.4,5.5,8.3,7.1,8.7,7.5,2,Morning/Evening,23.2,64.7,Low,0,Normal,23.1,Low Risk,0,0
REC-07575,FARM-024,COW-125,Jersey Cross,3.9,3,6,0,No previous mastitis,Up to date,None,14.59,126410,4.75,38.25,38.3,38.05,78.9,383.0,6.3,72.6,8.9,8.0,7.4,7.8,7.4,2,Morning/Evening,27.1,59.6,Low,0,Normal,12.2,No Risk,0,0
REC-07576,FARM-038,COW-313,Gir,6.0,3,284,0,No previous mastitis,Up to date,None,9.72,80079,4.87,38.5,38.68,38.03,76.2,512.0,7.9,57.4,6.4,8.4,6.8,9.2,4.6,2,Morning/Evening,26.6,68.7,Low,0,Normal,7.3,No Risk,0,0
REC-07577,FARM-028,COW-464,Murrah Buffalo,6.6,6,53,0,No previous mastitis,Partially up to date,Supportive treatment,5.75,195014,5.78,38.45,38.59,38.12,54.2,502.0,7.1,50.4,7.9,6.5,6.3,4.7,8.0,2,Morning/Noon/Evening,34.6,67.8,Moderate,0,Normal,44.2,Moderate Risk,0,0
REC-07578,FARM-028,COW-483,Holstein Friesian,7.1,3,116,0,No previous mastitis,Up to date,None,20.94,160866,5.1,38.58,38.72,38.31,86.4,464.0,7.0,56.7,8.4,5.8,9.7,7.5,4.6,2,Morning/Evening,31.6,66.1,Moderate,1,Normal,6.5,No Risk,0,0
REC-07579,FARM-045,COW-286,Jersey,6.2,2,300,0,No previous mastitis,Up to date,None,6.92,192947,4.18,38.62,38.68,37.45,83.4,482.0,8.7,73.1,7.5,8.5,5.0,9.6,8.0,2,Morning/Evening,31.0,62.6,Moderate,0,Normal,17.1,No Risk,0,0
REC-07580,FARM-050,COW-458,Jersey,3.2,3,65,1,Previous mastitis,Up to date,None,12.98,223314,5.85,38.87,38.9,37.52,76.3,581.0,6.8,82.2,6.3,8.7,8.5,5.2,9.9,2,Morning/Evening,28.2,38.5,Low,0,Normal,18.0,No Risk,0,0
REC-07581,FARM-039,COW-230,Murrah Buffalo,8.1,3,208,0,No previous mastitis,Partially up to date,None,11.14,145381,4.84,38.33,38.47,38.02,70.2,375.0,6.8,42.4,9.4,4.4,4.2,9.8,6.2,2,Morning/Noon/Evening,25.0,91.3,Moderate,0,Normal,21.9,Low Risk,0,0
REC-07582,FARM-002,COW-146,Holstein Friesian,3.5,2,241,0,No previous mastitis,Up to date,Supportive treatment,23.7,145896,5.03,38.61,38.72,37.67,69.4,388.0,5.9,74.1,5.3,7.7,7.7,7.4,5.9,2,Morning/Evening,30.0,51.9,Moderate,0,Normal,7.5,No Risk,0,0
REC-07583,FARM-046,COW-370,Holstein Friesian,4.1,5,109,0,No previous mastitis,Up to date,None,19.84,132519,5.0,38.4,38.46,37.67,65.1,446.0,7.8,52.6,7.7,7.6,4.4,6.1,7.7,2,Morning/Evening,35.4,70.9,High,0,Maintenance,5.7,No Risk,0,0
REC-07584,FARM-005,COW-197,Holstein Friesian,5.2,6,268,0,No previous mastitis,Up to date,None,22.92,178535,6.18,38.01,38.06,37.84,73.6,515.0,7.9,71.3,10.0,7.2,10.0,6.2,5.6,3,Morning/Evening,25.1,72.5,Low,1,Maintenance,8.9,No Risk,0,0
REC-07585,FARM-050,COW-373,Holstein Friesian,5.7,2,156,0,No previous mastitis,Up to date,None,17.57,273791,5.92,38.05,38.25,38.03,59.6,534.0,6.6,56.8,9.5,8.1,5.8,6.7,6.2,2,Morning/Noon/Evening,31.0,94.1,Moderate,1,Normal,13.3,No Risk,0,0
REC-07586,FARM-011,COW-221,Jersey Cross,7.8,2,256,0,No previous mastitis,Partially up to date,None,10.09,338125,6.84,38.83,38.82,38.05,97.1,432.0,6.7,73.3,6.5,3.5,7.2,7.3,9.6,2,Morning/Evening,27.0,95.0,Moderate,0,Normal,49.0,Moderate Risk,0,0
REC-07587,FARM-010,COW-423,Other,4.1,5,72,0,No previous mastitis,Up to date,Antibiotic treatment,11.03,88113,6.32,38.35,38.45,37.73,80.2,416.0,6.7,47.6,9.0,9.8,8.5,8.7,7.5,2,Morning/Evening,29.0,72.9,Low,0,Normal,21.2,Low Risk,0,0
REC-07588,FARM-043,COW-060,HF Cross,5.9,3,223,0,No previous mastitis,Up to date,Supportive treatment,16.14,120308,5.66,38.48,38.59,37.92,87.0,454.0,7.7,65.3,6.2,10.0,5.3,8.1,5.3,2,Morning/Evening,28.3,55.7,Low,0,Normal,8.1,No Risk,0,0
REC-07589,FARM-002,COW-098,HF Cross,4.1,4,249,1,Previous mastitis,Up to date,None,12.62,480808,6.25,39.14,39.22,37.64,78.1,426.0,7.5,57.1,6.4,7.6,7.2,5.7,9.1,3,Morning/Noon/Evening,31.0,56.1,Moderate,0,Normal,23.2,Low Risk,0,0
REC-07590,FARM-015,COW-171,Sahiwal,8.1,4,110,0,No previous mastitis,Overdue,None,7.75,348220,6.06,38.0,37.99,37.92,75.7,553.0,5.5,73.5,8.1,8.0,6.5,6.9,6.6,2,Morning/Evening,28.3,60.5,Low,0,Normal,23.9,Low Risk,0,0
REC-07591,FARM-039,COW-382,HF Cross,6.0,3,30,0,No previous mastitis,Partially up to date,None,18.33,343743,5.24,39.49,39.59,38.01,80.3,530.0,6.1,61.6,6.1,6.1,8.6,7.0,9.4,2,Morning/Noon/Evening,26.7,67.7,Low,0,Normal,4.2,No Risk,0,0
